"id","english_definition","chinese_id.car","chinese_id.simplified_chinese","chinese_id.link","chinese_id.link_nuovo","rom_id.rom"
7367,"to arrive/most/to/until","至","至",,,"chi/"
5745,"to arrive (of water)","瀳","瀳",,,"çien/"
8406,"to arrive/to follow/heel","踵","踵",,,"chung\"
7371,"to arrive/to reach (esp. perfection)/utmost/(used in commercials)","臻","臻",,,"çen¯"
7372,"to arrive/to reach (esp. perfection)/utmost/(used in commercials)","臻","臻",,,"çin¯"
2745,"to ascend/to rise to the rank of/to promote/to hoist/liter/measure for dry grain equal to one-tenth dou 斗[dǒu]","升","斗",,,"xing¯"
3037,"to ask","問","问",,,"¨ven/"
8041,"to ask about/to inquire about","詢","询",,,"siụn¯"
5523,"to ask a favor of","浼","浼",,,"moei\"
5524,"to ask a favor of","浼","浼",,,"sui¯"
8099,"to ask/to invite/please (do sth)/to treat (to a meal etc)/to request","請","请",,,"çing\'"
2180,"to assist/assistant/aide/to accompany","佐","佐",,,"ço/"
8501,"to assist/to complement/auxiliary","輔","辅",,,"fu\"
2463,"to assist/to give alms","儭","儭",,,"çin/'"
2181,"to assist/to protect","佑","佑",,,"ieu/"
8736,"toast to host by guest or variant of 醋[cù]","酢","醋",,,"çu/"
8737,"toast to host by guest or variant of 醋[cù]","酢","醋",,,"ço˘'"
4729,"to attack/to accuse/to study","攻","攻",,,"kung¯"
7930,"to attack/to inherit/classifier for suits (esp. of funeral robes)","襲","袭",,,"siė˘"
9303,"to attain gradually/to tame/Taiwan pr. [xún]","馴","驯",,,"siụn^"
8636,"to attain/to reach/to amount to/to communicate/eminent or surname Da","達","达",,,"ta˘'"
8637,"to attain/to reach/to amount to/to communicate/eminent or surname Da","達","达",,,"to˘'"
7593,"to attend (an official function)/to be present/to administer/to approach (esp. as administrator)","蒞","莅",,,"li/"
8337,"to avail oneself of/to take advantage of","趁","趁",,,"chin/'"
8125,"to avoid mentioning/taboo word/name of deceased emperor or superior","諱","讳",,,"hoei/"
8670,"to avoid/to shun/to flee/to escape/to keep away from/to leave/to hide from","避","避",,,"pi/"
3733,"to awake from sleep","寤","寤",,,"ngu/"
5787,"to bake/to heat by fire/to set off by contrast","烘","烘",,,"hung^"
3295,"to bank up with earth/to cultivate (lit. or fig.)/to train (people)","培","培",,,"poei^'"
3296,"to bank up with earth/to cultivate (lit. or fig.)/to train (people)","培","培",,,"peu\'"
7857,"to bare","袒","綻",,,"tan\'"
2868,"to bark","吠","吠",,,"fy/"
5419,"to bathe/to cleanse/to receive/to be given","沐","沐",,,"mȯ˘"
4137,"to be afraid/to fear/to dread/to be unable to endure/perhaps or surname Pa","怕","怕",,,"pa/'"
8248,"to bear/to carry (on one's back)/to turn one's back on/to be defeated/negative (math. etc)","負","负",,,"fu/"
4103,"to bear/to endure/to tolerate/to restrain oneself","忍","忍",,,"jin/"
4104,"to bear/to endure/to tolerate/to restrain oneself","忍","忍",,,"jin\"
4674,"to beat the breast","擗","擘",,,"piė˘'"
4494,"to beat/to flog/to examine under torture","拷","拷",,,"kao\"
4726,"to beat/to hit/variant of 考[kǎo]/to inspect/to test/to take an exam","攷","考",,,"kao\'"
8318,"to beat/to win/to profit","贏","赢",,,"ing^"
8396,"to be based upon/to squat","踞","踞",,,"kiụ/"
6112,"to be born/to give birth/life/to grow/raw/uncooked/student","生","生",,,"seng¯"
5312,"to be buried with the dead/to die for a cause","殉","殉",,,"siụn¯"
5693,"to be dispersed/to break down/to fester/to ulcerate","潰","溃",,,"hoei/"
2494,"to be fearful/apprehensive","兢","競",,,"king¯"
8193,"to be frightened","讋","詟",,,"che˘'"
2018,"to beg","乞","乞",,,"ky/'"
2058,"to beg","乞","乞",,,"kie˘'"
2065,"to begin","俶","俶",,,"tiė˘'"
2103,"to begin","俶","俶",,,"xo˘"
2624,"to begin/to initiate/to inaugurate/to start/to create or a wound/cut/injury/trauma","創","刅",,,"choang¯'"
2625,"to begin/to initiate/to inaugurate/to start/to create or a wound/cut/injury/trauma","創","刅",,,"choang/'"
3527,"to begin/to start/then/only then","始","始",,,"xi\"
8140,"to beguile/to cajole","謆","謆",,,"xen/"
4358,"to be hardworking/luxuriant/splendid","懋","懋",,,"meu/"
4794,"to behead (as form of capital punishment)/to chop","斬","斩",,,"chan\"
9111,"to be hungry/hungry/to starve (sb)","餓","饿",,,"ngo/"
2842,"to be in harmony","叶","協",,,"hie˘"
4102,"to be jealous of/fear/dread/scruple/to avoid or abstain from/to quit/to give up sth","忌","忌",,,"ky/"
7622,"to belittle/nothing","蔑","蔑",,,"mie˘"
4039,"to bend/bent/a bend/a turn (in the road etc)/CL:道[dào]","彎","弯",,,"¨van¯"
4475,"to bend in two so as to break/to defy/to disobey/also pr. [ǎo] or stubborn/obstinate","拗","拗",,,"iao/"
4476,"to bend in two so as to break/to defy/to disobey/also pr. [ǎo] or stubborn/obstinate","拗","拗",,,"iȯ˘"
4477,"to bend in two so as to break/to defy/to disobey/also pr. [ǎo] or stubborn/obstinate","拗","拗",,,"iao\"
4526,"to bend the wrist","捥","腕",,,"v̈on\"
8036,"to bend/to yield/to exhaust/to stutter","詘","诎",,,"kiu̇˘'"
8296,"to bestow (a reward)/to give (to an inferior)/to hand down/a reward (bestowed by a superior)/to appreciate (beauty)","賞","赏",,,"xang\"
8268,"to bestow/to confer","貺","贶",,,"hoang/"
8293,"to bestow/to confer","賚","赉",,,"lai/"
4265,"to be stupid/to cheat or deceive/me or I (modest)","愚","愚",,,"iụ^"
8046,"to be surprised/to be astonished","詑",,,,"¨y^"
8047,"to be surprised/to be astonished","詫","诧",,,"cha/'"
8048,"to be surprised/to be astonished","詑",,,,"to^'"
2044,"to be/thus/so/therefore/then/only/thereupon","乃","乃",,,"nai\"
6161,"to be/to act as/manage/withstand/when/during/ought/should/match equally/equal/same/obstruct/just at (a time or place)/on the spot/right/just at or at or in the very same.../suitable/adequate/fitting/proper/to replace/to regard as/to think/to pawn/(coll.) to fail (a student)","當","当",,,"tang¯"
6162,"to be/to act as/manage/withstand/when/during/ought/should/match equally/equal/same/obstruct/just at (a time or place)/on the spot/right/just at or at or in the very same.../suitable/adequate/fitting/proper/to replace/to regard as/to think/to pawn/(coll.) to fail (a student)","當","当",,,"tang/"
2817,"to betray/to rebel/to revolt","叛","叛",,,"puon/'"
8306,"to bet/to gamble","賭","赌",,,"tu\"
8531,"to be unable to reach one's aim/to be full of misfortune","轗","轗",,,"kan\'"
8126,"to be versed in/to know well","諳","谙",,,"ngan¯"
4769,"to be weary of","斁","斁",,,"tu/"
4770,"to be weary of","斁","斁",,,"iȯ˘"
4771,"to be weary of","斁","斁",,,"iė˘"
8571,"to bewilder/crazy about/fan/enthusiast/lost/confused","迷","迷",,,"mi^"
4636,"to bind tightly/to link (arms)/to hang around with/to stick close to (sb)/to compete/(literary) to beat or (literary) to wave away/to discard","摽","標",,,"piao¯"
6979,"to bind/to tie/Taiwan pr. [fú]","縛","缚",,,"fo/"
6980,"to bind/to tie/Taiwan pr. [fú]","縛","缚",,,"fo˘"
7889,"to bind/to wrap/a bundle/a parcel","裹","裹",,,"quo\"
7890,"to bind/to wrap/a bundle/a parcel","裹","裹",,,"quo/"
7891,"to bind/to wrap/a bundle/a parcel","裹","裹",,,"ko\"
2943,"to bite/to nip","咬","咬",,,"kiao¯"
2944,"to bite/to nip","咬","咬",,,"yao\"
2945,"to bite/to nip","咬","咬",,,"yao^"
3280,"to blame or to bury","埋","埋",,,"mai^"
4152,"to blame/to complain","怨","怨",,,"iuen¯"
4153,"to blame/to complain","怨","怨",,,"iuen/"
4790,"to blame/to reprove/to reprimand/to expel/to oust/to reconnoiter/(of territory) to expand/saline marsh","斥","斥",,"data:image/png;base64, iVBORw0KGgoAAAANSUhEUgAAADIAAAAyCAIAAACRXR/mAAAF2UlEQVRYCc3BIVDjTBgG4HcFiBoiiKmJ2Zjq6GA40YoiGpGYMyCoyIrWnAFBdSuygoqewTSiJ6hoBIqYE6nGbMRFXE0Mqgbx/TOZyUyZAk3/O2bueRgR4XPkeb5cLlGwLEvXdVTGiAifI4qiVquFQrvdvr+/R2WMiPA5oihqtVooua57e3uraRoqYESETzCfz6MoGo/H2BAEge/7qIAREf6q1Wp1cXGxXC7zPMdrjUbj4eGhXq9jF0ZEqCDLsqenp2aziXcsl8soiq6vr/EhpRTnHLswIsIueZ47jhPH8e3t7eXlJV7L83wwGMzn8yzL8KFOpzOZTDRNwy6MiLCL53lhGAKo1Wr1wvfv3wEsl8urq6uXl5csy1DQdf3o6AilbrebJMlgMEDh+PhY0zRUwIgIu+R57jhOHMd4y9evX4+OjlBwHMe2bfwxRkSoQEophMCGm5sby7IAnJyc1Go1/FWMiFCBlFIIgZLv+0EQ4NMwIkIFUkohBAq6rs9mM9u28WkYEaECKaUQAgXDMJIk0XUdn4YRESqQUgohUNA0bTKZdDodfBpGRKhASimEQIFzrpTCZ2JEhAqyLHMcZ7lcAuCcK6XwZ6IoGo/Hnue5rostjIhQgZRSCIEC51wphT8wHo+73S4AzrlSClsYEaECKaUQAgXOeZIkh4eHq9UKW1ar1f39fbfbRWG1Wp2fnwOwLGswGJyfn68K6/UawMHBge/7g8GgVqthAyMiVCClFEKgoOu6bdu6ro/HY/wNi8Wi2WxiAyMiVCClFELgc1iWlSQJNjAiQgVZljmOs1wuscGyrPV6nee5ZVkoPT4+rtdrbDAMo9Fo4H03NzeWZWEDIyJUIKUUQqCg67pt27quf/v27fn5OcuydruNkmmaaZpig+/7QRBgH4yIUIGUUgiBAuc8SZLDw8Nar","chė˘'"
5860,"to blend/to adjust/to harmonize/harmony or surname Xie","燮","燮",,,"siė˘"
16,"to blind (as with dust)/Taiwan pr. [mǐ]","眯","𥌃",,,"mi^"
6345,"to blind (as with dust)/Taiwan pr. [mǐ]","眯","𥌃",,,"mi/"
6346,"to blind (as with dust)/Taiwan pr. [mǐ]","眯","𥌃",,,"mi\"
4704,"to block sb's path/to obstruct/to flag down (a taxi)","攔","拦",,,"lan^"
9014,"to block/to hinder/to obstruct","障","障",,,"chang/"
8889,"to block/to restrain/to control or see 閼氏|阏氏[yān zhī]","閼","阏",,,"o˘"
9683,"to blow (a flute)/archaic version of 吹","龡","吹",,,"chui¯'"
5264,"to blow or breathe upon to smile","欨","欨",,,"hiu¯"
2883,"to blow/to play a wind instrument/to blast/to puff/to boast/to brag/to end in failure/to fall through","吹","吹",,,"chui/'"
2884,"to blow/to play a wind instrument/to blast/to puff/to boast/to brag/to end in failure/to fall through","吹","吹",,,"chui¯'"
7997,"to boast/great/large","訏","𬣙",,,"hiụ¯"
6396,"to boast/to esteem/to sympathize","矜","矜",,,"king¯"
6397,"to boast/to esteem/to sympathize","矜","矜",,,"quon¯"
8063,"to boast/to exaggerate/to praise","誇","夸",,,"qua¯'"
5397,"to boil","沸","𩰾",,,"fi/"
5398,"to boil","沸","𩰾",,,"foe˘"
5434,"to boil","沸","𩰾",,,"poei/"
5782,"to boil or fumigate","烋","休",,,"hiao¯"
5783,"to boil or fumigate","烋","休",,,"hieu¯"
5784,"to boil or fumigate","𠹎",,,,"hiao¯"
5838,"to boil/to simmer or to cook on a slow fire/to extract by heating/to decoct/to endure","熬","熬",,,"ngao¯"
8259,"to borrow/to buy on credit/to rent out","貰","贳",,,"xi/"
8260,"to borrow/to buy on credit/to rent out","貰","贳",,,"xe/"
8113,"to brag","諞","谝",,,"pien^'"
8040,"to brag/popular/lovely","詡","诩",,,"hiụ\"
5788,"to brand/to iron/to bake (in a pan)","烙","烙",,,"lo˘"
5789,"to brand/to iron/to bake (in a pan)","烙","烙",,,"ke˘'"
6441,"to break down/to break into pieces/fragmentary","碎","碎",,,"sui/"
4628,"to break/to destroy/to devastate/to ravage/to repress","摧","摧",,,"çui^'"
4455,"to break/to fracture/to snap/to suffer loss/to bend/to twist/to turn/to change direction/convinced/to convert into (currency)/discount/rebate/tenth (in price)/classifier for theatrical scenes/to fold/accounts book or to break (e.g. stick or bone)/a loss or to turn sth over/to turn upside down/to tip sth out (of a container)","折","摺",,,"ti^'"
4456,"to break/to fracture/to snap/to suffer loss/to bend/to twist/to turn/to change direction/convinced/to convert into (currency)/discount/rebate/tenth (in price)/classifier for theatrical scenes/to fold/accounts book or to break (e.g. stick or bone)/a loss or to turn sth over/to turn upside down/to tip sth out (of a container)","折","摺",,,"che˘"
4798,"to break/to snap/to cut off/to give up or abstain from sth/to judge/(usu. used in the negative) absolutely/definitely/decidedly","斷","断",,,"tuon/"
2882,"to breathe/to suck in/to absorb/to inhale","吸","吸",,,"hiė˘"
3084,"to breathe upon","喣","喣",,,"hiu̇¯"
8762,"to brew","醞","酝",,,"iụn/"
8292,"to bribe","賕","赇",,,"kieu^'"
8127,"to bring into accord/sincerity","諴","𫍯",,,"hien^"
4715,"to bring together or to collect/to hoard/to accumulate/to save","攢","攒",,,"çuon¯ "
4716,"to bring together or to collect/to hoard/to accumulate/to save","攢","攒",,,"çuon/"
5769,"to broil/to roast","炙","炙",,,"che/"
5770,"to broil/to roast","炙","炙",,,"chė˘"
2588,"to brush/to paint/to daub/to paste up/to skip class (of students)/to fire from a job or to select","刷","刷",,,"xue˘"
2589,"to brush/to paint/to daub/to paste up/to skip class (of students)/to fire from a job or to select","刷","刷",,,"xoa˘"
5608,"to bubble up/to rush forth","湧","涌",,,"iung\"
6416,"to build by laying bricks or stones","砌","砌",,,"çi/'"
6733,"to build/to construct/to ram/to hit/Taiwan pr. [zhú]","築","筑",,,"chȯ˘"
5794,"to burn","焚","焚",,,"fuen^"
5795,"to burn","燌","焚",,,"fuen^"
5843,"to burn/to blaze/splendid/illustrious","熾","炽",,,"chi/'"
5845,"to burn/to ignite/to light/fig. to spark off (hopes)/to start (debate)/to raise (hopes)","燃","燃",,,"jen^"
8572,"to burst forth/to spurt/to crack/split","迸","迸",,,"ping\"
6932,"to burst open/to split at the seam","綻","绽",,,"çan/'"
6933,"to burst open/to split at the seam","綻","绽",,,"çan/'"
7582,"to bury (the dead)/to inter","葬","葬",,,"çang/"
3418,"to butt (as horned animals)","夆","夆",,,"fung¯"
3419,"to butt (as horned animals)","夆","夆",,,"fung/"
7974,"to butt/resist","觝","牴",,,"ti\"
8290,"to buy or sell on credit/distant/long (time)/to forgive","賖","賒",,,"xe¯"
8265,"to buy/to purchase","買","买",,,"mai\"
8310,"to buy/to purchase","購","购",,,"keu/"
5438,"to buy/to sell or abbr. for Tianjin 天津 (also 津沽)","沽","沽",,,"ku¯"
5439,"to buy/to sell or abbr. for Tianjin 天津 (also 津沽)","沽","沽",,,"ku\"
2993,"to cajole","哫","哫",,,"çȯ˘"
7993,"to calculate/to compute/to count/to regard as important/to plan/ruse/meter/gauge or surname Ji","計","计",,,"ki/"
3079,"to call","喚","唤",,,"huon/"
2920,"to call/to cry/to shout/to breath out/to exhale","呼","呼",,,"hu/"
2921,"to call/to cry/to shout/to breath out/to exhale","呼","呼",,,"hu¯"
4671,"to capture","擒","擒",,,"kin^'"
4478,"to capture/to restrain/to constrain/to adhere rigidly to/inflexible","拘","拘",,,"kiụ¯"
4664,"to capture/to seize","擄","掳",,,"lu\"
9266,"to carry food to laborers in the field","饁","馌",,,"ie˘"
4584,"to carry (hanging down from the hand)/to lift/to put forward/to mention/to raise (an issue)/upwards character stroke/lifting brush stroke (in painting)/scoop for measuring liquid","提","提",,,"ti\"
4585,"to carry (hanging down from the hand)/to lift/to put forward/to mention/to raise (an issue)/upwards character stroke/lifting brush stroke (in painting)/scoop for measuring liquid","提","提",,,"xi^"
4586,"to carry (hanging down from the hand)/to lift/to put forward/to mention/to raise (an issue)/upwards character stroke/lifting brush stroke (in painting)/scoop for measuring liquid","提","提",,,"ti^'"
4502,"to carry on a shoulder pole/to choose/to pick/to nitpick or to raise/to dig up/to poke/to prick/to incite/to stir up","挑","挑",,,"tiao\'"
4503,"to carry on a shoulder pole/to choose/to pick/to nitpick or to raise/to dig up/to poke/to prick/to incite/to stir up","挑","挑",,,"tiao¯'"
7502,"to carry on one's shoulder or back/burden/responsibility or Holland/the Netherlands/abbr. for 荷蘭|荷兰[Hé lán] or lotus","荷","荷",,,"ho\"
7503,"to carry on one's shoulder or back/burden/responsibility or Holland/the Netherlands/abbr. for 荷蘭|荷兰[Hé lán] or lotus","荷","荷",,,"ho^"
7048,"to carry on/to succeed (of a familial line)/to inherit","纘","缵",,,"çuon\"
8496,"to carry/to convey/to load/to hold/to fill up/and/also/as well as/simultaneously or to record in writing/to carry (i.e. publish in a newspaper etc)/Taiwan pr. [zài]/year","載","载",,,"çai/"
8497,"to carry/to convey/to load/to hold/to fill up/and/also/as well as/simultaneously or to record in writing/to carry (i.e. publish in a newspaper etc)/Taiwan pr. [zài]/year","載","载",,,"çai\"
3474,"to carve/carved words/to agree/a contract/a deed","契","契",,,"sie˘"
3475,"to carve/carved words/to agree/a contract/a deed","契","契",,,"kie˘'"
3476,"to carve/carved words/to agree/a contract/a deed","契","契",,,"ki/'"
9042,"to carve/to engrave/shrewd/bird of prey","雕","彫",,,"tiao¯"
8918,"to castrate/a castrate/neuter","閹","阉",,,"ien¯"
8919,"to castrate/a castrate/neuter","閹","阉",,,"ien\"
4452,"to cast/to send/to throw oneself (into the river etc)/to seek refuge/to place oneself into the hands of","投","投",,,"teu^'"
5987,"to catch/to obtain/to capture","獲","获",,,"hoe˘"
4523,"to catch/to seize/to capture","捕","捕",,,"pu/"
2167,"to cause","伻","伻",,,"peng¯'"
2168,"to cause","伻","伻",,,"peng¯"
2282,"to cause/to enable/phonetic bi/Taiwan pr. [bì]","俾","俾",,,"pi\"
2283,"to cause/to enable/phonetic bi/Taiwan pr. [bì]","𢔌","俾",,,"pi\"
5847,"to cauterize/to scorch","燋","燋",,,"çiao¯"
4307,"to celebrate","慶","庆",,,"kiang¯'"
4308,"to celebrate","慶","庆",,,"king/'"
8184,"to censure/to reprimand","譴","谴",,,"kien\'"
4922,"to change or replace/to experience/one of the five two-hour periods into which the night was formerly divided/watch (e.g. of a sentry or guard) or more/even more/further/still/still more","更","更",,,"keng¯"
4728,"to change/to alter/to transform/to correct","改","改",,,"kai\"
8192,"to change/to become different/to transform/to vary/rebellion","變","变",,,"pien/"
2989,"to chant or warmth or oh (interjection indicating that one has just learned sth) or oh (interjection indicating doubt or surprise)","哦","哦",,,"ngo^"
3005,"to chant/see 梵唄|梵呗[fàn bài] or modal particle indicating indicating lack of enthusiasm/modal particle indicating that things should only or can only be done a certain way","唄","呗",,,"pai/"
2867,"to chant/to recite/to moan/to groan/cry (of certain animals and insects)/song (ancient poem)","吟","吟","data:image/png;base64, iVBORw0KGgoAAAANSUhEUgAAAC0AAAAyCAIAAABH+MWDAAANXUlEQVRYCaXBCUyTdx8A4N//fXvTAoKoMIYHhENFpDgUDPtAnFYUFScaQFiUiqAiOhZxasQxHTg1eDAQOjwiAx0bzgPmATEzzmFBo+CApqI4CkwnFVpLoe3b35c0IcFAVeLzEESE0WtoaMjJyWmyMBqNAEBRlEAgEIlEHA4nMjLS1dU1KChILBYL","data:image/png;base64, iVBORw0KGgoAAAANSUhEUgAAAC0AAAAyCAIAAABH+MWDAAANXUlEQVRYCaXBCUyTdx8A4N//fXvTAoKoMIYHhENFpDgUDPtAnFYUFScaQFiUiqAiOhZxasQxHTg1eDAQOjwiAx0bzgPmATEzzmFBo+CApqI4CkwnFVpLoe3b35c0IcFAVeLzEESE0WtoaMjJyWmyMBqNAEBRlEAgEIlEHA4nMjLS1dU1KChILBYL","in¯"
8575,"to chase after/to seek/to do one's utmost to seek or procure sth/to recall or to sculpt/to carve/musical instrument (old)","追","追",,,"tui¯"
8576,"to chase after/to seek/to do one's utmost to seek or procure sth/to recall or to sculpt/to carve/musical instrument (old)","追","追",,,"chui¯"
7185,"to chat/to depend upon (literary)/temporarily/just/slightly","𥄸",,,,"mao\"
7186,"to chat/to depend upon (literary)/temporarily/just/slightly","聊","聊",,,"leao^"
8028,"to cheat/to swindle/to pretend/to feign/to draw sb out/to try to extract information by deceit or bluff","詐","诈",,,"cha/"
5238,"to check/to examine/to inspect/to exercise restraint","檢","检",,,"kien\"
7150,"to check/to verify/to test/to examine/to take an exam/to take an entrance exam for/deceased father","考","考",,,"kao\'"
4237,"to cherish/to begrudge/to pity/Taiwan pr. [xí]","惜","惜",,,"siė˘"
3179,"to chew/also pr. [jué]","嚼","嚼",,,"çio˘"
3180,"to chew/also pr. [jué]","嚼","嚼",,,"çiụ\'"
3181,"to chew/also pr. [jué]","嚼","嚼",,,"çiao/"
2925,"to chew/to masticate","咀","嘴",,,"çiụ\"
2926,"to chew/to masticate","咀","嘴",,,"çiu/"
3020,"to choke","嗈","嗈",,,"iung¯"
3151,"to choke (on)/to choke up/to suffocate","噎","噎",,,"iė˘"
3152,"to choke (on)/to choke up/to suffocate","噎","噎",,,"ie˘"
8103,"to choose/to consult","諏","诹",,,"çeu¯"
8663,"to choose/to pick/to select/to elect","選","选",,,"siuen^"
8664,"to choose/to pick/to select/to elect","選","选",,,"siuen\"
4573,"to choose/to pick/to sort out/to pick up","揀","拣",,,"kien\"
4793,"to chop/to hack/to carve wood","斫","斫",,,"cho˘"
3197,"to circle/to go back/to turn around/to answer/to return/to revolve/Hui ethnic group (Chinese Muslims)/time/classifier for acts of a play/section or chapter (of a classic book)","回","迴",,,"hoei^"
4527,"to clasp/to cup the hands/to hold up with both hands/to offer (esp. in cupped hands)/to praise/to flatter","捧","捧",,,"fung\"
6924,"to classify/to twist silk/silk thread","綸","纶",,,"quan¯"
6925,"to classify/to twist silk/silk thread","綸","纶",,,"lun^"
6926,"to classify/to twist silk/silk thread","綸","纶",,,"quan¯"
6927,"to classify/to twist silk/silk thread","綸","纶",,,"lụn^"
5746,"to cleanse/to boil","瀹","瀹",,,"iȯ˘"
8422,"to clear streets when emperor tours","蹕","蹕",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=72416","piė˘"
4698,"to climb (by pulling oneself up)/to implicate/to claim connections of higher status","攀","攀",,,"pan¯'"
8923,"to close (a door)/to eclipse/muddled/stupid/ignorant/variant of 暗[àn]","闇","暗",,,"ngan\"
6377,"to close (the eyes)","瞑","眠",,,"mien/"
6378,"to close (the eyes)","瞑","眠",,,"ming^"
2850,"to close/to join/to fit/to be equal to/whole/together/round (in battle)/conjunction (astronomy)/1st note of pentatonic scale/old variant of 盒[hé] or or one-hundredth dou 斗","合","閤",,,"ho˘"
8895,"to close/to stop up/to shut/to obstruct","閉","闭",,,"pi/"
4517,"to clutch/to grab/to capture","捉","捉",,,"cho˘"
4518,"to clutch/to grab/to capture","捉","捉",,,"çȯ˘'"
7805,"to coil","蟠","蟠",,,"puonˆ'"
7806,"to coil","蟠","蟠",,,"fanˆ"
3322,"to collapse/to droop/to settle down","塌","塌",,,"ta˘'"
3837,"to collapse/to fall into ruins/death of king or emperor/demise","崩","崩",,,"peng^'"
5977,"to collapse/variant of 斃|毙[bì]/variant of 獙[bì]","獘","弊",,,"pi/"
8195,"to collate/to proofread/variant of 仇[chóu]","讎","雠",,,"cheu^'"
8196,"to collate/to proofread/variant of 仇[chóu]","㘜",,,,"cheu^"
4437,"to collect/to receive","扱","扱",,,"ça˘'"
4438,"to collect/to receive","扱","扱",,,"hiė˘"
4439,"to collect/to receive","扱","扱",,,"hiė˘"
4440,"to collect/to receive","扱","扱",,,"ça˘'"
6676,"to comb/fine-toothed comb/trap for prawns","笓","篦",,,"pi/"
2207,"to combine/to amalgamate","倂","併",,,"ping/"
2208,"to combine/to amalgamate","併","并",,,"ping/"
2221,"to come/to arrive/to come round/ever since/next","來","来",,,"lay¨^"
2222,"to come/to arrive/to come round/ever since/next","來","来",,,"lay¨/"
4302,"to comfort/to console/to reassure","慰","慰",,,"goei/"
4650,"to comfort/to console/to stroke/to caress/an old term for province or provincial governor","撫","抚",,,"fu\"
8183,"to comment on/to discuss/to suggest","議","议",,,"y/"
8025,"to comment/to explain","詁","诂",,,"ku\"
8492,"to compare/to dispute/compared to/(before adj.) relatively/comparatively/rather/also pr. [jiǎo]","較","较",,,"kiao/"
8493,"to compare/to dispute/compared to/(before adj.) relatively/comparatively/rather/also pr. [jiǎo]","較","较",,,"kio˘"
8297,"to compensate for loss/to indemnify/to suffer a financial loss","賠","赔",,,"poei^'"
8311,"to compete/competition/match/to surpass/better than/superior to/to excel","賽","赛",,,"sai/"
6665,"to compete/to contend/to struggle","競","竞",,,"king/"
7037,"to compile/bun (of hair)/red silk ribbon/variant of 纘|缵[zuǎn]","[.]_508_10_prin","纂","https://dict.variants.moe.edu.tw/dictView.jsp?ID=34111","https://dict.variants.moe.edu.tw/dictView.jsp?ID=34111","çuon\"
8105,"to complain","諑","诼",,,"cho˘"
8017,"to complain/to sue/to tell","訴","诉",,,"su/"
4655,"to compose/to compile","撰","撰",,,"çuon\'"
4656,"to compose/to compile","撰","撰",,,"chuen\"
4657,"to compose/to compile","撰","撰",,,"chen\"
4209,"to comprehend/to apprehend/to become aware","悟","悟",,,"ngu/"
4853,"to conceal/dark","昧","昧",,,"moei/"
6645,"to conceal/to hide or crack/hollow/cavity/to excavate or hollow out/(onom.) water hitting rock/(old) variant of 款[kuǎn]","窾","窾",,,"quon\"
3930,"to concern/to interfere/shield/stem","干","乾",,,"kan¯"
6134,"to confer on/to give to","畁","畀",,,"pi\"
6135,"to confer on/to give to","畁","畀",,,"pei\"
8295,"to confer/to bestow/to grant","賜","赐",,,"sụ/"
3218,"to confine/to lock up/to pen in or pen (pig)/a fold or orbits","圈","圈",,,"kiuen¯'"
4229,"to confuse/to be puzzled","惑","惑",,,"hoe˘"
2553,"to congeal/to concentrate attention/to stare","凝","凝",,,"ing^"
7189,"to congregate/to assemble/to mass/to gather together/to amass/to polymerize","聚","聚",,,"çiụ\'"
7190,"to congregate/to assemble/to mass/to gather together/to amass/to polymerize","聚","聚",,,"çiu/'"
2408,"to congregate/to crowd","僔","尊",,,"çụn¯"
2409,"to congregate/to crowd","僔","尊",,,"çụn\"
2246,"to connect/to relate to/to tie up/to bind/to be (literary)","係","系",,,"hy¨/"
6996,"to connect/to tie up","縶","絷",,,"chė˘"
8135,"to consent/to promise/(literary) yes!","諾","诺",,,"no˘"
5200,"to construct/to form/to make up/to compose/literary composition/paper mulberry (Broussonetia papyrifera)","構","构",,,"keu/"
2941,"to consult","咨","咨",,,"çu̇¯"
8157,"to consult/to deliberate/commerce","謪","商",,,"xang¯"
5538,"to contain/to include/culvert","涵","涵",,,"han^"
8298,"to continue (as a song)","賡","續",,,"keng¯"
7035,"to continue/to follow after/to go on with/to succeed/to inherit/then/afterwards","繼","继",,,"ki/"
7041,"to continue/to replenish","續","续",,,"sȯ˘"
4522,"to contribute/to donate/contribution/tax/to abandon","捐","捐",,,"iuen^"
8309,"to contribute to funeral expenses","賻","赙",,,"fu/"
4564,"to control/to accuse/to charge/to sue/to invert a container to empty it/(suffix) (slang) buff/enthusiast/devotee/-phile or -philia","控","控",,,"kung¯'"
4565,"to control/to accuse/to charge/to sue/to invert a container to empty it/(suffix) (slang) buff/enthusiast/devotee/-phile or -philia","控","控",,,"kiang¯'"
6239,"to convalesce/to recover/to heal","瘳","瘳",,,"cheu\'"
6240,"to convalesce/to recover/to heal","瘳","瘳",,,"leao^"
8516,"to converge/hub of wheel","輳","辏",,,"çeu/'"
5765,"to cook food","炊","炊",,,"chui¯'"
5824,"to cook/to boil","煮","煮",,,"chu̇\"
2752,"to cooperate/to harmonize/to help/to assist/to join","協","协",,,"hie˘"
8871,"to corrode/to rust","鏽","鏽",,,"sieu/"
3893,"to cover/screen/awning","帡","帡",,,"peng¯"
7654,"to cover/to hide/to conceal","薆","薆",,,"ngai/"
7633,"to cover/to shield/to screen/to conceal","蔽","蔽",,,"pi/"
4003,"to cover/trap","弇","弇",,,"ien/"
