"id","english_definition","chinese_id.car","chinese_id.simplified_chinese","chinese_id.link","chinese_id.link_nuovo","rom_id.rom"
3541,"governess/old woman or grandma (maternal)","姥","姥",,,"mu\"
3990,"government granary","[.]_193_2",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=57817","https://dict.variants.moe.edu.tw/dictView.jsp?ID=57817","lin\"
3687,"government official/governmental/official/public/organ of the body/CL:個|个[gè] or surname Guan","官","官",,,"quon¯"
7856,"gown (lined)","袍","袍",,,"pao^'"
3554,"graceful","𡞲","娉",,,"ping/'"
3555,"graceful","𡞲","娉",,,"ping¯'"
3592,"graceful","婷","婷",,,"ting^'"
3625,"graceful","[.]_157_6","嬈","https://dict.variants.moe.edu.tw/dictView.jsp?ID=56541","https://dict.variants.moe.edu.tw/dictView.jsp?ID=56541","jao^"
3626,"graceful","[.]_157_6","嬈","https://dict.variants.moe.edu.tw/dictView.jsp?ID=56541","https://dict.variants.moe.edu.tw/dictView.jsp?ID=56541","niao\"
3627,"graceful","[.]_157_6","嬈","https://dict.variants.moe.edu.tw/dictView.jsp?ID=56541","https://dict.variants.moe.edu.tw/dictView.jsp?ID=56541","iao\"
6621,"graceful","窕","窕",,,"tiao^'"
6622,"graceful","窕","窕",,,"tiao\'"
6623,"graceful","窕","窕",,,"tiao^'"
6624,"graceful","窕","窕",,,"tiao\'"
3582,"graceful/tactful","婉","婉",,,"iuen/"
3583,"graceful/tactful","婉","婉",,,"iuen\"
6579,"grain/corn","[.]_461_6_prin","谷","https://dict.variants.moe.edu.tw/dictView.jsp?ID=65540",,"kȯ˘"
4914,""" grain etc) in the sun/(fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from """"share"""")/(coll.) to give the cold shoulder to""","曬","晒",,,"chi¯'"
4915,""" grain etc) in the sun/(fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from """"share"""")/(coll.) to give the cold shoulder to""","曬","晒",,,"xai/"
4917,""" grain etc) in the sun/(fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from """"share"""")/(coll.) to give the cold shoulder to""","曬","晒",,,"xa/"
6815,"grain/food/provisions/agricultural tax paid in grain","糧","粮",,,"leang^"
6532,"grain not fully grown/husks/withered grain/unripe grain","秕","秕",,,"pi\"
9264,"grain ration/sacrificial victim","餼","饩",,,"hy/"
6788,"grains in distilled liquor","粕","粕",,,"pe˘"
6789,"grains in distilled liquor","粕","粕",,,"po˘"
6533,"grain that has begun to ripen/variant of 衹|只[zhǐ]","秖","只",,,"chi¯"
3976,"granary","廒","廒",,,"ngao^"
3208,"granary/Taiwan pr. [jūn]","囷","囷",,,"kiụn¯"
6398,"grand/elegant/propitious","矞","矞",,,"kiu̇˘"
6399,"grand/elegant/propitious","矞","矞",,,"kiue˘"
6400,"grand/elegant/propitious","矞","矞",,,"iu̇˘"
8232,"grand/heroic","豪","豪",,,"hao^"
9002,"grand/intense/prosperous/to swell/to bulge or Kuala Lumpur or sound of drums","隆","隆",,,"lungˆ"
9189,"grand/majestic/just/stern","顒","颙",,,"iung^"
3581,"grandmother/matron/mother-in-law/(slang) femme (in a lesbian relationship)","婆","婆",,,"po^'"
5885,"grandpa/old gentleman","爺","爷",,,"ie^"
2365,"grand/strange/exotic or puppet","傀","傀",,,"quei¯"
2366,"grand/strange/exotic or puppet","傀","傀",,,"quei\"
5516,"grand/vast (water)","浩","浩",,,"hao\"
5425,"granule/hoarse/raspy/sand/powder/CL:粒[lì]/abbr. for Tsar or Tsarist Russia or surname Sha","沙","沙",,,"xa/"
5426,"granule/hoarse/raspy/sand/powder/CL:粒[lì]/abbr. for Tsar or Tsarist Russia or surname Sha","沙","沙",,,"xa¯"
7749,"grasshopper","蚱","蚱",,,"çe˘"
7775,"grasshopper","蜢","蜢",,,"meng\"
7614,"(grass)/increase five fold","蓰","蓰",,,"si\"
7615,"(grass)/increase five fold","蓰","蓰",,,"sụ/"
7498,"(grass) or to weed","荑","荑",,,"ti^'"
7499,"(grass) or to weed","荑","荑",,,"y^"
6555,"grass/tares","稊","稊",,,"ti^'"
7529,"(grass)/Themeda forsbali","菅","管",,,"kien¯"
6551,"grass/weeds","稂","稂",,,"lang^"
9083,"graupel/snow pellet/soft hail","霰","霰",,,"sien/"
7921,"grave-clothes","襚","襚",,,"sui/"
17,"grave/tomb/CL:座[zuò]/embankment/mound/ancient book","墳","坟",,,"fuen/"
3374,"grave/tomb/CL:座[zuò]/embankment/mound/ancient book","墳","坟",,,"fuen^"
3357,"grave/tomb/mausoleum","墓","墓",,,"mu/"
9334,"gray","駽","駽",,,"hiuen^"
7327,"greasy/soft/unctuous/intimate/tired of","膩","腻",,,"ni/"
4017,"great/liberal","弘","弘",,,"hung^"
3683,"great/magnificent/macro (computing)/macro-","宏","宏",,,"hoang^"
3481,"great or fat/stout","奘","奘",,,"çang\"
2416,"great/severe","僤","𫢸",,,"tan\"
2417,"great/severe","僤","𫢸",,,"tan¯"
2418,"great/severe","僤","𫢸",,,"tan/"
6448,"green jade/bluish green/blue/jade","碧","碧",,,"piė˘"
7136,"green jade/kingfisher","翡","翡",,,"fi/"
7415,"green/luxuriant growth","芊","芊",,,"çien¯'"
4295,"grief","慟","恸",,,"tung/'"
4101,"grieved","忉","剝",,,"tao¯"
9157,"grieved/anxious","頊","顼",,,"hiȯ˘"
4114,"grieved/distressed/sad/uneasy","忡","忡",,,"chung¯'"
4373,"grievous/relaxed","懮","𢝊",,,"ieu\"
6475,"grind/sandstone","礪","砺",,,"li/"
6461,"grindstone/to grind/to turn round or to rub/to grind/to polish/to sharpen/to wear down/to die out/to waste time/to pester/to insist","磨","磨",,,"mo/"
6462,"grindstone/to grind/to turn round or to rub/to grind/to polish/to sharpen/to wear down/to die out/to waste time/to pester/to insist","磨","磨",,,"mo^"
2919,"groan","呻","呻",,,"xin¯"
9360,"groom or chariot driver employed by a noble (old) or surname Zou","騶","驺",,,"çeu¯"
7631,"grossulariaceae","蔦","茑",,,"niao\"
7363,"guidepost/rule/standard/limit/target (old)","臬","臬",,,"nie˘"
4271,"guileless/sincere","愫","愫",,,"su/"
7077,"guilt/crime/fault/blame/sin","罪","罪",,,"çui/"
3386,"gully/ravine/Taiwan pr. [huò]","[.]_641_7",,,"https://zi.tools/zi/%E2%BF%B0%F0%A7%AE%B2%E5%9C%A3?secondary=ids&seq=%E2%BF%B1%E2%BF%B0%E8%B0%B7%E5%8F%88%E7%9F%B3","ho˘"
6256,"habit/hobby","癖","癖",,,"piė˘'"
4327,"haggard","憔","憔",,,"çiao^'"
4215,"haggard/sad/downcast/distressed","悴","悴",,,"çui/"
9063,"hail","雹","雹",,,"po˘"
9149,""" hailstorm etc)/(slang) to """"bump"""" a forum thread to raise its profile/classifier for headwear""","頂","顶",,,"ting\"
6760,"hairpin","簪","簪",,,"çeng¯"
9401,"hair/shaggy","髟","髟",,,"pieu¯"
4405,"halberd/long handled weapon with pointed tip and crescent blade/combined spear and battle-ax","戟","戟",,,"kiė˘"
6066,"half-circle jade ring or (red stone)","璚","瓊",,,"kiung^'"
2747,"half/semi-/incomplete/(after a number) and a half","半","半",,,"puon/"
8821,"hammer/to hammer into shape/weight (e.g. of a steelyard or balance)","錘","鎚",,,"chuiˆ'"
4998,"handcuffs or handcuffs/red apricot","杻","杶",,,"nieu\"
4999,"handcuffs or handcuffs/red apricot","杻","杶",,,"cheu\'"
5000,"handcuffs or handcuffs/red apricot","杻","杶",,,"cheu¯"
6295,"handleless cup/goblet","盅","盅",,,"chung^'"
8844,"handleless cup/goblet/to concentrate/variant of 鐘|钟[zhōng] or variant of 鍾|钟[zhōng] or surname Zhong","鍾","鐘",,,"chung¯"
2213,"handsome","佼","佼",,,"kiao\"
2320,"handsome","倢","倢",,,"çiė˘"
3584,"handsome","婕","婕",,,"çie˘"
3513,"handsome/fair","妤","妤",,,"iu̇¯"
3894,"handsome/graceful/smart/commander in chief/(coll.) cool!/sweet! or surname Shuai","帥","帅",,,"sȯ˘"
3895,"handsome/graceful/smart/commander in chief/(coll.) cool!/sweet! or surname Shuai","帥","帅",,,"sai¯"
3896,"handsome/graceful/smart/commander in chief/(coll.) cool!/sweet! or surname Shuai","帥","帅",,,"xai/"
4925,"handsome/large/long","曼","曼",,,"¨van/"
4926,"handsome/large/long","曼","曼",,,"muon/"
4927,"handsome/large/long","曼","曼",,,"muon^"
6522,"handsome/refined/elegant/graceful/superior/show (loanword)/CL:場|场[cháng]/(literary) to grow/to bloom/(of crops) to produce ears","秀","秀",,,"sieu/"
6764,"hanging screen or curtain","[.]_482_9",,,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=32705","lien^"
6765,"hanging screen or curtain","籊",,,,"tiė˘'"
6452,"happenings etc","碼","瑪",,,"ma\"
7091,"happen to/sorrow/suffer from","罹","罹",,,"li/"
7092,"happen to/sorrow/suffer from","罹","罹",,,"li^"
7093,"happen to/sorrow/suffer from","罹","罹",,,"lo^"
4126,"happy","忻","斤",,,"hin¯"
5263,"happy","欣","欣",,,"hin¯"
2610,"hard/firm/strong/just/barely/exactly","剛","刚",,,"kang¯"
8797,"hard iron/hook/variant of 巨[jù]/variant of 詎|讵[jù]","鉅","钜",,,"kiu\'"
8798,"hard iron/hook/variant of 巨[jù]/variant of 詎|讵[jù]","鉅","钜",,,"kiụ/"
6429,"hard/stiff/strong/firm/resolutely/doggedly/good (quality)/able (person)","硬","硬",,,"ngheng/"
6430,"hard/stiff/strong/firm/resolutely/doggedly/good (quality)/able (person)","硬","硬",,,"ing/"
3210,"hard/strong/solid/sure/assuredly/undoubtedly/of course/indeed/admittedly","固","固",,,"ku/"
3652,"hard-working/industrious","孜","孜",,,"çu̇¯"
3992,"harmonious","廱","廱",,,"iung¯"
8121,"harmonious","諧","龤",,,"hiai^"
3062,"harmonious (of music)","喈","喈",,,"kiai¯"
4148,"harmony/pleased","怡","怡",,,"y^"
7178,"harrow","耰","耰",,,"ieu¯"
2694,"haste","勷","勷",,,"jang^"
7133,"hastiness","翛","倏",,,"siao¯"
8348,"hasty/fierce","趮","趮",,,"çao/"
8381,"hasty walking","跮","跮",,,"chė˘'"
3904,"hat/cap","帽","帽",,,"mao/"
4791,"hatchet","斧","斧",,,"fu\"
2529,"hat/crown/crest/cap or to put on a hat/to be first/to dub or surname Guan","冠","冠",,,"quon¯"
2530,"hat/crown/crest/cap or to put on a hat/to be first/to dub or surname Guan","冠","冠",,,"quon/"
2328,"haughty/arrogant","倨","倨",,,"kiụ/"
3484,"haughty/vigorous","奡","奡",,,"ngao/"
7950,"have an audience","覜","覜",,,"tiao/'"
6331,"having poor eyesight","眊","眊",,,"mao/"
9525,"hawk","鶂","鶂",,,"iė˘"
5049,"(hawthorn)/Chaenomeles japonica","柤","樝",,,"cha^'"
5050,"(hawthorn)/Chaenomeles japonica","柤","樝",,,"cha¯'"
9089,"haze","霾","霾",,,"mai^"
5192,"hazel tree/Corylus heterophylla","榛","榛",,,"çen¯"
26,"head rope of a fishing net/guiding principle/key link/class (taxonomy)/outline/program","綱","纲",,,"kang¯"
6748,"healds of a loom","簆","簆",,,"keu/'"
8491,"hearse","輀","輀",,,"lh^"
8523,"hearse","轀","辒",,,"v̈en¯"
8524,"hearse","轀","辒",,,"¨ven/"
4885,"heat/hot weather/summer heat","暑","暑",,,"xu̇\"
4834,"heaven","旻","旻",,,"min^"
5372,"heavy atmosphere","氳","氲",,,"iụn^"
5659,"heavy dew","漙","漙",,,"tuon^'"
9060,"heavy fall of rain or snow","雱","旁",,,"pang'¯"
6866,"heavy rope/rope of a bier","紼","绋",,,"foe˘"
7782,"hedgehog (family Erinaceidae)","蝟","猬",,,"goei/"
8370,"heel/to follow closely/to go with/(of a woman) to marry sb/with/compared with/to/towards/and (joining two nouns)","跟","跟",,,"ken¯"
9085,"hegemon/tyrant/lord/feudal chief/to rule by force/to usurp/(in modern advertising) master","霸","霸",,,"pe˘'"
9086,"hegemon/tyrant/lord/feudal chief/to rule by force/to usurp/(in modern advertising) master","霸","霸",,,"pa/"
6506,"heir-requesting sacrifice","[.]_452_3",,"https://zi.tools/zi/%E2%BF%B0%E7%A4%BA%E2%BF%B1%E2%BF%B4%E9%BE%B7%E4%BA%8C%E5%B0%8F",,"moei^"
5369,"helium or old variant of 陽|阳[yáng]","氜","陽",,,"yang^"
6300,"helmet","盔","盔",,,"quei¯'"
6309,"helping/to coil/classifier for coils of wire/classifier for games of chess","盤",,"https://zi.tools/zi/%E2%BF%B1%E2%BF%B0%F0%AD%81%A0%E2%BF%B1%E9%BE%B4%E5%8F%88%E6%9C%A8?secondary=ids&seq=%E2%BF%B1%E2%BF%B0%F0%AD%81%A0%E2%BF%B1%E9%BE%B4%E5%8F%88%E8%A1%80",,"puon^'"
8289,"helplessly intoxicated","醺","醺",,,"hiụn¯"
7917,"hemless skirt/hood/turban/Taiwan pr. [pú]","襆","襆",,,"po˘"
6887,"hempen band worn on the head or waist by a mourner","絰","绖",,,"tie˘"
7642,"hemp seeds/luxurious/abundant","蕡","蕡",,,"fuen^"
6974,"hemp/vague/mysterious or generative force/orange color","縕","缊",,,"iụn^"
6975,"hemp/vague/mysterious or generative force/orange color","縕","缊",,,"iụn¯"
6976,"hemp/vague/mysterious or generative force/orange color","縕","缊",,,"¨ven/"
6977,"hemp/vague/mysterious or generative force/orange color","縕","缊",,,"iụn/"
7541,"henbane","菪","菪",,,"tang/'"
3323,"hen roost","塒","埘",,,"xi^"
2115,"he or him/(used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/other/another","他","他",,,"to¯'"
2116,"he or him/(used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/other/another","他","他",,,"to/"
2117,"he or him/(used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/other/another","他","他",,,"ta¯'"
7705,"(herb)/implore/pray/place name","蘄","蕲",,,"ki^'"
7492,"herb (old) or surname Xun","荀","荀",,,"siụn^"
154,"(herb)/pigsty","苙","苙",,,"liė˘"
6178,"hernia","疝","疝",,,"san/"
6220,"hernia/urinary hesitancy/erroneous variant of 痲[má]","痳","痲",,,"lin^"
2373,"hero/heroic/outstanding person/prominent/distinguished","傑","杰",,,"kie˘"
4198,"heroic/intrepid/valiant/dauntless/fierce/ferocious/violent","悍","悍",,,"han^"
4199,"heroic/intrepid/valiant/dauntless/fierce/ferocious/violent","悍","悍",,,"han/"
9552,"heron","鷺","鹭",,,"lu/"
7456,"hero/outstanding/excellent/(literary) flower/blossom or United Kingdom/British/England/English/abbr. for 英國|英国[Yīng guó]","英","英",,,"ing¯"
8328,"hertz (Hz) or surname He","赫","赫",,,"he˘"
8329,"hertz (Hz) or surname He","赫","赫",,,"ho˘"
8557,"hesitate","迍","迍",,,"tụn^'"
8397,"hesitating/undecided/hesitant","踟","踟",,,"chi^'"
3148,"hey","嘿","默",,,"me˘"
8904,"hidden/hide","閟","閟",,,"pi/"
5685,"hidden/secret/latent/to hide/to conceal/to submerge/to dive","潛","潜",,,"çien^'"
3846,"high and mighty (of mountain)/hilly","[.]_179_9_prin","岿",,"https://zi.tools/zi/%E5%B2%BF?secondary=ids&seq=%E2%BF%B1%E5%B1%B1%F0%A1%9A%96","quei¯"
3809,"high and steep","屹","屹",,,"iė˘"
3443,"highest/greatest/too (much)/very/extremely","太","太",,,"tai/'"
3844,"high mountain/highest peak of a mountain ridge or surname Yue","嶽","岳",,,"io˘"
5390,"high water/flood/to sprinkle water","汛","汛",,,"sin/"
5217,"hinge/pivot","樞","枢",,,"chụ¯'"
7650,"hippuris or mare's tail","薀","蘊",,,"v̈en¯"
2508,"his/her/its/their/that/such/it (refers to sth preceding it)","其","其",,,"ky¯"
2509,"his/her/its/their/that/such/it (refers to sth preceding it)","其","其",,,"ky^'"
7960,"(history) to have an audience with the Emperor","[.]_613_8","覲",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=41198","kin/"
4589,"hit with hand/tap","揗","揗",,,"siụn^"
3103,"hoarse or variant of 啊[á]","嗄","嗄",,,"xa/"
3104,"hoarse or variant of 啊[á]","嗄","嗄",,,"ngai/"
3105,"hoarse or variant of 啊[á]","嗄","嗄",,,"iai/"
6222,"hobbies) long-term","痼","痼",,,"ku/"
7175,"hoe","耡","鋤",,,"çụ^'"
8855,"hoe/mattock","鎡","镃",,,"çụ¯"
7177,"hoe/to hoe/to weed","耨","耨",,,"neu/"
7167,"hoe up soil around plants","耔","耔",,,"çi\"
7168,"hoe up soil around plants","耔","耔",,,"çu\"
7169,"hoe up soil around plants","耔","耔",,,"çụ¯'"
8224,"hog/swine","豕","豕",,,"xi\"
6650,"hole/aperture/(anatomy) cavity/sinus or surname Dou","竇","窦",,,"teu/"
6633,"hole in a wall","窬","窬",,,"iụ¯"
6634,"hole in a wall","窬","窬",,,"teu/"
6635,"hole in a wall","窬","窬",,,"teu^'"
6649,"hole/opening/orifice (of the human body)/(fig.) key (to the solution of a problem)","竅","窍",,,"kiao/'"
3250,"hole/pit/tunnel/to defraud","坑","阬",,,"keng¯'"
7188,"holy/sacred/saint/sage","聖","圣",,,"xing/"
4269,"honest","愨","悫",,,"kio˘'"
4270,"honest","愨","悫",,,"kio˘'"
4298,"honest","慤",,,,"kiȯ˘'"
4280,"honest/prudent/variant of 願|愿[yuàn]","愿","願",,,"iuen/"
8118,"honest speech","諤","谔",,,"ngo˘"
8204,"honest/straightforward","讜","谠",,,"tang\"
8428,"hoof","蹢","躑",,,"tiė˘"
8413,"hoof/pig's trotters","蹄","蹄",,,"ti^'"
6713,"hoop/to bind with hoops","箍","箍",,,"ku¯"
2735,"horizontal rectangular inscribed tablet hung over a door or on a wall/shallow round woven bamboo basket","匾","匾",,,"pien\"
9304,"(horse)","馵","馵",,,"chụ/"
9313,"(horse)","駓","𬳵",,,"poei'¯"
9352,"(horse)","騢","騢",,,"hu^"
9353,"(horse)","騢","騢",,,"hia^"
9370,"(horse)","[.]_764_7","驒","https://dict.variants.moe.edu.tw/dictView.jsp?ID=76019","https://dict.variants.moe.edu.tw/dictView.jsp?ID=76019","to^'"
8882,"horsebit/variant of 鏢|镖[biāo]","鑣","镳",,,"piao¯"
9305,"horse for relaying dispatches","馹","驲",,,"jė˘"
9338,"horse (or cattle) of reddish color/bay horse","騂","骍",,,"sin¯"
9478,"horseshoe crab","鱟","鲎",,,"heu/"
3219,"horse stable/frontier","圉","圉",,,"iụ/"
3220,"horse stable/frontier","圉","圉",,,"iụ\"
8545,"hot (spicy)/pungent","辣","辣",,,"la˘"
8445,"hot-tempered/impatient","躁","躁",,,"çao/"
4133,"how","怎","怎",,,"çeng\"
5578,"how can it be that? or surname Qu or big/stream or canal/drain/ditch/CL:條|条[tiáo]/him (dialect)/outer rim of a carriage wheel (old)","渠","渠",,,"kiu^'"
3467,"how can one help","奈","奈",,,"nai\"
3468,"how can one help","奈","奈",,,"no/"
8200,"hubbub/clamor/variant of 歡|欢[huān]","讙","欢",,,"hiuen¯"
8201,"hubbub/clamor/variant of 歡|欢[huān]","讙","欢",,,"huon¯"
8525,"hub of wheel or wheel","轂","毂",,,"kȯ˘"
2782,"huge","厖","厖",,,"mang^"
3958,"huge","庬","庬",,,"mang^"
9676,"huge/enormous/tremendous or surname Pang","龐","庞",,,"lung^"
9677,"huge/enormous/tremendous or surname Pang","龐","庞",,,"pang^'"
8463,"human body","軀","躯",,,"kiụ¯'"
2105,"humane/kernel","仁","仁",,,"jin^"
2333,"human relationship/order/coherence","倫","伦",,,"lụn^"
5955,"humble/rustic/plentiful","猥","猥",,,"goei\"
9322,"hump or hunchbacked/camel","駝","驼",,,"to^'"
2390,"hunchbacked","傴","軀",,,"iu\"
8408,"hunchbacked/walk alone","踽","踽",,,"kiu\"
2317,"hunchback or crookbacked","僂","偻",,,"liụ/"
2397,"hunchback or crookbacked","僂","偻",,,"leu^"
2398,"hunchback or crookbacked","僂","偻",,,"liụ\"
2134,"hundred (banker's anti-fraud numeral)","佰","百",,,"pe˘"
2706,"Hungary/Hungarian/abbr. for 匈牙利[Xiōng yá lì] or old variant of 胸[xiōng]","匈","胸",,,"hiung¯"
2707,"Hungary/Hungarian/abbr. for 匈牙利[Xiōng yá lì] or old variant of 胸[xiōng]","匈","胸",,,"hiung\"
9070,"hungry","餒","馁",,,"nui\"
9213,"hungry","飢","饑",,,"ki¯"
5989,"hunting","獵","猎",,,"lie˘"
9206,"hurricane","颶","飓",,,"kiụ/"
2756,"hurried or surname Bian","卞","其",,,"pien/"
8669,"hurry/fast/suddenly","遽","遽",,,"kiụ/"
2469,"husband and wife","儷","俪",,,"ly¨/"
3444,"husband/man/manual worker/conscripted laborer (old) or that/he","夫","夫",,,"fu¯"
3445,"husband/man/manual worker/conscripted laborer (old) or that/he","夫","夫",,,"fu^"
3615,"husband's father","嫜","嫜",,,"chang¯"
